,user_id,top_5_lvl_2_boosting_recs
1796,2374,"[1044078, 1070820, 985999, 854405, 823704]"
1797,2375,"[6034857, 5585510, 823704, 899624, 899624]"
1798,2376,"[908318, 1101010, 1070820, 8090537, 844179]"
1799,2377,"[834117, 823704, 854405, 844179, 8090521]"
1800,2378,"[866211, 916122, 1004906, 834117, 844179]"
1801,2379,"[834117, 823704, 844179, 854405, 12810393]"
1802,2380,"[5585510, 866211, 844179, 854405, 823704]"
1803,2381,"[933835, 866211, 823704, 854405, 844179]"
1804,2385,"[8090521, 8090521, 834117, 854405, 844179]"
1805,2386,"[834117, 854405, 823704, 844179, 8090537]"
1806,2387,"[834117, 823704, 854405, 844179, 12810393]"
1807,2388,"[916122, 1075368, 1037840, 854405, 823704]"
1808,2389,"[913210, 834117, 823704, 854405, 844179]"
1809,2392,"[844179, 834117, 823704, 854405, 12810393]"
1810,2393,"[908318, 834117, 823704, 854405, 844179]"
1811,2394,"[834117, 844179, 854405, 823704, 1029743]"
1812,2395,"[8090537, 5569230, 834117, 844179, 823704]"
1813,2397,"[5569230, 1040807, 1043751, 1105488, 965267]"
1814,2399,"[986912, 1043751, 1040807, 1132771, 1101010]"
1815,2400,"[5569845, 854405, 823704, 940947, 1037840]"
1816,2401,"[5585510, 5585510, 854405, 1037840, 965267]"
1817,2404,"[6034857, 916122, 965267, 1105488, 834117]"
1818,2405,"[854405, 823704, 940947, 965267, 1105488]"
1819,2406,"[6034857, 1075368, 1037840, 12810393, 8090537]"
1820,2407,"[1044078, 878996, 12810393, 5569230, 8090521]"
1821,2408,"[866211, 908318, 1127831, 899624, 854852]"
1822,2410,"[1037840, 1037840, 1040807, 933835, 986912]"
1823,2412,"[1106523, 1106523, 899624, 1081177, 844179]"
1824,2416,"[899624, 951412, 12810393, 8090521, 5569230]"
1825,2418,"[1029743, 1029743, 1029743, 1029743, 1029743]"
1826,2420,"[1044078, 1106523, 854405, 823704, 940947]"
1827,2421,"[933835, 1127831, 1127831, 866211, 878996]"
1828,2424,"[6034857, 12810393, 8090521, 8090537, 5585510]"
1829,2425,"[1029743, 1029743, 12810393, 8090521, 6034857]"
1830,2426,"[844179, 1029743, 1029743, 12810393, 8090521]"
1831,2427,"[916122, 5568378, 1101010, 1106523, 1122358]"
1832,2429,"[1122358, 916122, 12810393, 8090537, 8090521]"
1833,2431,"[8090537, 12810393, 8090521, 5585510, 6034857]"
1834,2434,"[8090537, 8090521, 12810393, 5585510, 6034857]"
1835,2435,"[5568378, 1106523, 1126899, 1122358, 1029743]"
1836,2437,"[1004906, 933835, 1029743, 1029743, 901062]"
1837,2438,"[6034857, 5585510, 12810393, 8090537, 8090521]"
1838,2439,"[12810393, 6034857, 5585510, 8090521, 8090537]"
1839,2440,"[6034857, 5585510, 8090537, 8090521, 12810393]"
1840,2441,"[8090537, 6034857, 5585510, 12810393, 8090521]"
1841,2442,"[8090537, 12810393, 8090521, 5585510, 6034857]"
1842,2445,"[916122, 1101010, 1132771, 1126899, 1106523]"
1843,2446,"[8090537, 12810393, 8090521, 5585510, 6034857]"
1844,2447,"[874972, 1132771, 12810393, 5585510, 8090537]"
1845,2448,"[986912, 1004906, 5585510, 1106523, 5568378]"
1846,2449,"[1029743, 916122, 844179, 844179, 878996]"
1847,2450,"[1081177, 1106523, 5569230, 5568378, 844179]"
1848,2451,"[1106523, 5569230, 5568378, 844179, 1126899]"
1849,2452,"[1106523, 5585510, 5568378, 5569230, 1029743]"
1850,2453,"[6034857, 1106523, 5568378, 5569230, 844179]"
1851,2455,"[1029743, 1029743, 1029743, 1029743, 1029743]"
1852,2456,"[1106523, 5568378, 5569230, 1101010, 1126899]"
1853,2457,"[1106523, 5569230, 5568378, 1101010, 1122358]"
1854,2458,"[1106523, 5569230, 5568378, 1101010, 1126899]"
1855,2459,"[916122, 1029743, 1029743, 951412, 1106523]"
1856,2460,"[5569230, 1106523, 5568378, 1101010, 8090537]"
1857,2461,"[854405, 1106523, 5568378, 5569230, 1101010]"
1858,2462,"[6034857, 6034857, 6034857, 857503, 901062]"
1859,2464,"[1106523, 5569230, 5568378, 1101010, 12810393]"
1860,2465,"[986912, 1106523, 5568378, 5569230, 1101010]"
1861,2466,"[1029743, 1029743, 1029743, 1029743, 1029743]"
1862,2467,"[5568378, 834117, 1106523, 5569230, 1101010]"
1863,2470,"[1106523, 5568378, 5569230, 1132771, 1127831]"
1864,2471,"[899624, 1106523, 5569230, 5568378, 1127831]"
1865,2472,"[1106523, 5568378, 5569230, 1132771, 1127831]"
1866,2475,"[5568378, 940947, 857503, 1081177, 5569471]"
1867,2477,"[854852, 1106523, 5569230, 5568378, 12810393]"
1868,2478,"[866211, 8090537, 8090521, 12810393, 6034857]"
1869,2479,"[1106523, 908318, 8090537, 12810393, 8090521]"
1870,2481,"[8090537, 899624, 940947, 8090537, 1029743]"
1871,2482,"[1044078, 12810393, 8090537, 8090521, 5585510]"
1872,2483,"[866211, 1070820, 1070820, 1070820, 951412]"
1873,2484,"[1044078, 834117, 1043751, 1101010, 913210]"
1874,2485,"[12810393, 5585510, 6034857, 8090537, 8090521]"
1875,2486,"[5569845, 12810393, 8090537, 8090521, 6034857]"
1876,2488,"[12810393, 8090537, 8090521, 6034857, 5569845]"
1877,2489,"[12810393, 8090537, 8090521, 6034857, 5585510]"
1878,2492,"[1106523, 986912, 916122, 1132771, 12810393]"
1879,2494,"[899624, 913210, 6034857, 901062, 823704]"
1880,2496,"[1106523, 5569230, 933835, 5569845, 12810393]"
1881,2497,"[8090537, 12810393, 8090521, 6034857, 5585510]"
1882,2498,"[12810393, 8090537, 8090521, 6034857, 5585510]"
1883,2499,"[880150, 5568378, 913210, 899624, 1044078]"
1884,2500,"[5569230, 12810393, 8090537, 8090521, 6034857]"
